"","plate_rxn_ID","plate_pos_seq","plate_pos_factor","well","methylation","analysis_status","assay_notes","dup1","dup2","stdev","cv","drift_est","meth_adjust","stock_notes","cc_notes","rxn_notes","sample_id","id","kay.code","darting.date","new.box","cell","sample.type","sample.state.quality","tissue.origin","orig.vol.uL","orig.conc.ng.uL","num.freeze.thaw.cyc","last.freeze.thaw.date","samp.select.note","luma.assay.num","luma.notes","hyena","ear.tag.number","code.number.on.samples","found.dead","darter","location","gpsutme","gpsutmn","sex","age","age.months","estimated.age.mo","age.class","natal.or.immigrant","reproductive.status","repro.stat.code","mass","telazol.dose","telazol.booster","darting.time","time.down","blood.sampling.time","radio.collared","radio.freq","radio.serial.num","gn.rh","num.edtawhole.blood","num.edtaplasma","num.edtabuffy.coat","num.serum","num.rbc","num.heparin.plasma","num.urine","num.paste","num.tissues","dnaextracted","num.thin.blood.smears","num.thick.blood.smears","ultrasound","num.fetuses","num.heartbeats","ultrasound.other","fetus.length.r.l.","parasites","parasite.ticks","parasites.lionfiles","parasites.other","glucose.grn.red.","glucose.green","glucose.red","pcv","wbc","rbc","knott.s.microfilaria","total.solids","zygo.to.top.crest","zygo.to.back.crest","eye.to.ear","ear.length","skull.length","head.circ","zygo.breadth","body.length","tail.length","neck.circ","girth","leg.side","front.ft.len","lower.leg.length","upper.leg.length","scapula.length","ht.at.shoulder","hind.ft.length","test.nip.length","test.nip.width","tooth.side","incisors","up.canine.ht","up.pm2len","up.pm3len","up.pm4len","upper.row.len","lower.row.len","low.row.with.m1len","m1length","low.pm4len","low.pm3len","low.pm2len","low.canine.ht","rt.low.pm3ht","lft.low.pm3ht","rt.low.pm3surf","lft.low.pm3surf","cavities.broken.teeth","kid.teeth","body.condition","scars.wounds","dartsheet.comments","reaction.to.darting","notes","num.wbc","num.rtbuffer","other.collected","temperature","respiration","heart.rate","body.fat","old.code.number","old.2nd.number","age.at.darting.days","age.at.darting.note","first.seen","den.grad","disappeared","mom","birthdate","number.littermates","litrank","mortality.source","death.date","weaned","clan","park"
"83","p2r3",35,2,"E11",78.07705718,"y",NA,78.00053404,78.15358032,0.108220065,0.138606742,-0.0757461757587442,78.0896815426265,NA,NA,NA,508,"hrpy",842,2012-05-24,"DNA_14","11","DNA","O","WB","75",NA,NA,NA,"orig samps, plates 1-4","1",NA,"hrpy",NA,842,0,"eds, keh, bmp","358 m n-lone tree",748340,9837042,"f","subadult",31,NA,NA,"natal","bado","bado",42.8,2.3,1.1,2012-05-24 06:29:00,2012-05-24 06:33:00,2012-05-24 06:49:00,0,NA,NA,0,2,0,1,5,1,4,0,0,"0",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,NA,NA,NA,45.29,NA,NA,NA,8,11,15,11.4,9.8,27.5,50,NA,89.5,25.5,46.8,74,"l",19.8,26,23.8,27.3,75.5,22.3,3.89,NA,"l",21.9,27.32,13.43,21.81,34.8,94.4,76.9,NA,NA,23.39,20.32,12.87,25.21,NA,18.71,NA,4.1,"0","none","good","none apparent","we try to collect paste, but none present",1,"6 bacterial swabs collected; blak wart-like growth on ventral neck",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"02-apr-10","22-may-10",NA,"pan","29-oct-09",NA,NA,"",NA,"17-jun-10","talek",""
"84","p2r3",36,2,"E12",77.82800192,"y",NA,77.21687198,78.43913186,0.864268254,1.110484957,-0.0757461757587442,77.8431511551518,NA,NA,NA,509,"shfx",650,2012-06-06,"DNA_14","12","DNA","O","WB","75",NA,NA,NA,"orig samps, plates 1-4","1",NA,"shfx",NA,650,0,"eds,smd","lone tree",748214,9836729,"f","subadult",18,NA,NA,"natal","bado","bado",35,1.8,NA,2012-06-06 08:09:00,2012-06-06 08:14:00,2012-06-06 08:18:00,0,NA,NA,0,2,0,1,5,1,4,0,0,"0",2,3,1,0,NA,NA,NA,NA,"lf,ti",0,0,0,"60/60",60,60,39.4,NA,NA,NA,7.1,11.2,15.2,11.5,8.9,26.7,45.4,NA,79.5,23.2,43,67,"l",18.5,24.5,24,23.7,68.4,22,NA,NA,"r",20.71,25.86,14.62,20.06,35.42,92.78,76.84,NA,NA,19.79,19.28,13.39,25.88,18.63,18.27,3.01,3.05,"1","none","good","bite scars on psuedoscrrotum, & small scars on rt shoulder","tried to collect paste but none there. adult teeth may not be fully erupted",1,"6 bacteril swabs collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"22-jan-11","04-aug-11","25-apr-13","blue","18-dec-10",1,1,"",NA,"30-apr-12","talek","tk"
"85","p2r3",27,1,"E3",77.53407064,"y",NA,78.17507294,76.89306835,0.90651414,1.169181668,-0.0757461757587442,77.5264960224241,NA,NA,NA,472,"bail",97,1999-10-23,"DNA_13","52","DNA","O","WB","100",NA,NA,NA,"orig samps, plates 1-4","1",NA,"bail",NA,NA,0,"ale,kn","tstop",745232,9837856,"f","adult",94,NA,4,"natal","lactating","pregnant",81.2,NA,0.5,1999-10-23 07:57:00,1999-10-23 08:03:00,1999-10-23 08:06:00,0,"150.171",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,"fetuses are large",NA,"lf, ti, fl",0,0,0,"55/56",55,56,NA,NA,NA,NA,NA,15.5,19,NA,9,31,57.5,NA,103,22.5,56,99,"l",22,26,26,33,84.5,26,36,36,"r",21.4,28.2,14.8,23,36.6,101.5,83.5,NA,NA,21.3,22,13.8,27.6,17.9,17.4,8,8.4,"1","none","obese",NA,NA,NA,NA,NA,NA,NA,"100.2","26","94",NA,97,NA,2849,NA,"21-feb-92","28-aug-92","12-jun-07","ua","04-jan-92",0,1,"croc","12-jun-07","11-apr-93","talek","tk"
"86","p2r3",29,1,"E5",76.43072896,"y",NA,75.91951596,76.94194196,0.722964361,0.945907975,-0.0757461757587442,76.4282040874747,NA,NA,NA,484,"chac",477,2000-07-15,"DNA_13","65","DNA","O","WB","500",NA,NA,NA,"orig samps, plates 1-4","1",NA,"chac",NA,NA,0,"rvh, kh","prozac - same as snare (#429)",731542,9839535,"f","subadult",NA,16,NA,"natal","bado","bado",33.8,2.2,NA,2000-07-15 13:20:00,2000-07-15 13:24:00,2000-07-15 13:38:00,0,NA,NA,0,4,1,NA,4,1,3,NA,1,NA,2,3,1,0,NA,NA,NA,NA,"lf, small ned ectos near eyes",0,0,0,"78/85",78,85,36,11225,5365000,"hooks, straight",6.2,11,14.5,NA,10,26.5,44,NA,85,22.5,40.7,63,"l",18.4,22,24,22,68,22,4.3,NA,"l",19.3,26.4,15.2,18.8,35.7,92.2,75.1,NA,NA,22.2,19.6,13.3,27.6,20.6,19.3,1.5,1.8,"teeth still erupting, rotten uprtl1",NA,"good","none","estimated this animal to be 14 months old on 15 jul 00",2,NA,NA,NA,NA,NA,NA,NA,NA,477,NA,488.3,NA,"05-jun-01",NA,"02-jan-03","mlt?","05-jan-00",NA,NA,"",NA,NA,"mara.river",""
"87","p2r3",31,2,"E7",74.53961831,"y",NA,74.35873184,74.72050477,0.255812096,0.343189437,-0.0757461757587442,74.5421431825253,NA,NA,NA,499,"cy",610,2012-05-27,"DNA_14","1","DNA","O","WB","75",NA,NA,NA,"orig samps, plates 1-4","1",NA,"cy",NA,610,0,"eds,keh,msl","300m s-nn hill tree",748045,9837155,"m","subadult",19,NA,NA,"natal","bado","bado",35.2,1.85,NA,2012-05-27 06:21:00,2012-05-27 06:24:00,2012-05-27 06:30:00,0,NA,NA,0,2,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"ticks",0,0,0,"60/",60,NA,37.45,NA,NA,NA,6.8,11.8,14.4,10,8.8,25,45.5,NA,88,21.6,41.6,68,"r",19,24.5,23,24,60.6,22,29.28,28.87,"r",21.97,27.05,14.21,19.81,35.9,88.82,73.41,NA,NA,20.59,19.11,14.18,NA,20.35,NA,2.34,NA,"none","noe","good","none seen","adult teeth still erupting",1,"6 bacterial swabs collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"22-jan-11","25-may-11","22-oct-13","aqua","30-oct-10",1,1,"",NA,"09-aug-11","talek","tk"
"88","p2r3",32,2,"E8",77.72330089,"y",NA,77.90535117,77.5412506,0.257457981,0.331249417,-0.0757461757587442,77.7283506350506,NA,NA,NA,505,"dra",774,2012-06-10,"DNA_14","8","DNA","O","WB","100",NA,NA,NA,"orig samps, plates 1-4","1",NA,"drake",NA,774,0,"eds,keh,nsl","cheetah tree xing",NA,NA,"f","adult",55,NA,NA,"natal","lacating","lactating",51,2.7,NA,2012-06-10 07:09:00,2012-06-10 07:14:00,2012-06-10 07:20:00,0,"150.301","11418",0,2,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"biting flies",0,0,0,"54/56",54,56,36.85,NA,NA,NA,6.7,12.2,15.8,12,9.5,29.4,50.9,NA,98,22.5,42.8,77,"r",19.3,25.6,23,27.5,76.3,NA,40.33,NA,"r",22.3,28.8,14.28,21.8,36.71,98.4,80.92,NA,NA,22.2,21.38,12.64,26.4,17.5,17.72,5.02,5.18,"0","none","good","2 dime-size wounds on rt butt cheek; small cut on l frtont foot; ;1 cm cut on l belly; half-dollar size scars on l butt cheek","milk expressed w/out ot but not enough to preserve a sample; virus on face",1.5,"used concentrated tz (2.3 cc h2o)",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"09-apr-08","10-jul-08","12-jun-12","ali","15-nov-07",1,1,"car","12-jun-12","03-dec-08","talek","tk"
"89","p2r3",33,2,"E9",77.60340637,"y",NA,77.72841104,77.4784017,0.176783301,0.227803532,-0.0757461757587442,77.6109809875759,NA,NA,NA,506,"buar",845,2012-05-26,"DNA_14","9","DNA","O","WB","150",NA,NA,NA,"orig samps, plates 1-4","1",NA,"buar",NA,845,0,"eds,keh","288 m nw-cheetah tree",748396,9837854,"f","adult",29,NA,NA,"natal","pregnant?","pregnant?",57.8,2.5,1,2012-05-26 07:50:00,2012-05-26 07:54:00,2012-05-26 07:59:00,0,"150.6","599503",0,2,0,1,5,1,5,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"56/54",56,54,30,NA,NA,NA,6.8,13,16.3,11.5,9.4,27.5,NA,NA,96.5,23.6,49.5,78.5,"r",16.4,25.8,26,25,74.3,22.5,38.96,NA,"r",22.33,25.99,14.09,20.69,35.17,95.55,77.69,NA,NA,21.3,19.91,12.75,25.77,18.93,19.6,3.11,2.89,"none","none","good, fat","one small bite wound on left ear/ eye warts","tried to express milk without ot; got a few ul of colostrum/milk?",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"30-jan-10","03-aug-10",NA,"hel","18-dec-09",1,2,"",NA,"27-jun-10","talek",""
"90","p2r3",37,2,"G1",77.48070461,"y",NA,77.38254807,77.57886116,0.138814321,0.179159859,-0.0757461757587442,77.498378717677,NA,NA,NA,513,"obam",808,2012-06-07,"DNA_14","17","DNA","O","WB","100",NA,NA,NA,"orig samps, plates 1-4","1",NA,"obama",NA,808,0,"eds,keh,bmp,jmp","444m sw-t-bay",744543,9840646,"f","adult",43,NA,NA,"natal","unknown","unknown",49.2,2.5,NA,2012-06-07 07:27:00,2012-06-07 07:31:00,2012-06-07 07:40:00,0,NA,NA,0,2,0,1,5,1,4,0,0,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf, ti",0,0,0,"62/62",62,62,41.08,NA,NA,NA,7.6,11.6,15.5,11.5,9.5,29.9,51.4,NA,105,26.5,40.8,72,"l",18,28.5,24.3,28.2,78.5,24.2,21.58,NA,"l",21.07,25.18,13.69,20.62,34.33,97.68,80.03,NA,NA,20.18,19.72,14.29,23.96,16.73,16.61,5.46,5.6,"2","none","good","horrible snare cut on neck;open & oozing. 2"" cut in left armpit","removd heavy snare fron neck; tried to express milk w/out ot but none there",2.25,"6 bacterial swabs collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"07-dec-08","16-jul-09","12-apr-14","nav","13-nov-08",1,2,"poison (april 2014 incident)","12-apr-14",NA,"talek",""
"91","p2r3",46,2,"G10",74.77099493,"y",NA,74.1230189,75.41897097,0.916376497,1.225577509,-0.0757461757587442,74.8113928904047,NA,NA,NA,536,"eco",486,2002-10-26,"DNA_14","52","DNA","R","WB","591",NA,1,"14-Jul-14","orig samps, plates 1-4","1",NA,"eco",NA,NA,0,"jmk, mag","100m w - drift isl d",734376,9842126,"f","adult",NA,47,NA,"natal","lactating (may have just given birth)","lactating",59.7,2.1,2.2,2002-10-26 06:43:00,2002-10-26 06:48:00,2002-10-26 07:20:00,0,"150.33","496435",0,2,3,NA,5,1,6,NA,1,NA,2,3,1,0,0,NA,"may have just given birth",NA,"ti",0,0,0,"74/73",74,73,19.51,NA,NA,NA,NA,13,17.5,13.5,9.5,30,53,16.9,86.5,23,49,81,"l",19,25.5,25,27,78,24.5,43.3,NA,"l",21.2,27.7,13.2,20.6,33.9,98.3,82.9,104.5,22.2,20.5,19,12.7,17.9,15.8,15.8,5.7,5.5,"4",NA,"good","quarter sized old scar in bottom middle left stomach, dime size old scar back middle lft hip, 2"" long scar middle rt hip, thin 2"" long old scar behind lft ear","phallus may have recently been torn by birth",NA,NA,NA,NA,NA,NA,NA,NA,NA,486,NA,NA,NA,"09-aug-01",NA,"25-feb-06","",NA,NA,NA,"lions","25-feb-06",NA,"mara.river",""
"92","p2r3",38,2,"G2",77.06609372,"y",NA,77.40161981,76.73056763,0.474505547,0.615712467,-0.0757461757587442,77.0862927002023,NA,NA,NA,515,"neon",652,2012-06-15,"DNA_14","19","DNA","O","WB","100",NA,NA,NA,"orig samps, plates 1-4","1",NA,"neon",NA,652,0,"eds,keh,","200 m nw-top saga lugga",745952,9838391,"f","subadult",18,NA,NA,"natal","bado","bado",32.4,1.8,NA,2012-06-15 07:08:00,2012-06-15 07:12:00,2012-06-15 07:23:00,0,NA,NA,0,2,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"ticks, lionflies",0,0,0,"72/81",72,81,27.685,NA,NA,NA,6.9,9.8,13.5,11.3,8.4,25,40.8,NA,86,21.5,39,61,"l",17,24.8,22.5,24,70,21,22.24,NA,"r",23.97,19.46,15.72,21.12,36.12,90.13,72.17,NA,NA,21.06,20.26,14.44,25.95,20.6,20.49,1.33,1.76,"0","none","good","dijme-szie scaer on rt scapula; rt front armpit has healing bite wounds","adult teeth still erupting; virus on rt rear leg",2,"6 bacterial swabs collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"27-apr-11","18-nov-11",NA,"yog","26-dec-10",0,NA,"",NA,"05-dec-11","talek",""
"93","p2r3",39,2,"G3",77.90164979,"y",NA,78.00690585,77.79639372,0.14885455,0.191080099,-0.0757461757587442,77.9243736427276,NA,NA,NA,516,"radn",608,2012-06-05,"DNA_14","20","DNA","O","WB","100",NA,NA,NA,"orig samps, plates 1-4","1",NA,"radn",NA,608,0,"eds,keh,smd","nn hill",748045,9837155,"m","subadult",30,NA,NA,"natal","ok","ok",38.2,2,NA,2012-06-05 09:25:00,2012-06-05 09:29:00,2012-06-05 09:35:00,0,NA,NA,0,2,0,1,5,1,4,0,2,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"64/63",64,63,35.215,NA,NA,NA,6.3,12,14.6,11.3,10,27.5,47.7,NA,93,22.3,42,71,"r",19.3,26,24.3,25.2,75,21.7,34.33,32.03,"r",22.07,26.5,14.6,20.92,35.03,97.5,81.61,NA,NA,21.95,20.22,15.11,25.1,18.78,18.61,3.92,3.18,"none","none","good but a bit thin","one inch long scar on rt shoulder; virus on face",NA,1.5,"6 bacterial swabs collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"06-apr-10","09-oct-10","04-nov-12","yog","13-jan-10",1,2,"",NA,"09-sep-10","talek","tk"
"94","p2r3",40,2,"G4",79.43279459,"y",NA,79.91656168,78.9490275,0.684149978,0.861294106,-0.0757461757587442,79.4580433152529,NA,NA,NA,520,"ein",371,2011-12-20,"DNA_14","25","DNA","O","WB","75",NA,NA,NA,"orig samps, plates 1-4","1",NA,"einstein",NA,371,0,"eds,msl,bmp,smd","557m n nopse t",741596,9841512,"f","adult",NA,67,NA,"natal","lactating","lactating",63.2,2.5,1,2011-12-20 08:46:00,2011-12-20 08:49:00,2011-12-20 08:52:00,0,"151.21","8033?",0,3,0,0,4,1,5,0,1,"0",2,5,1,0,NA,NA,NA,NA,NA,0,0,0,"70",NA,70,2.45,NA,NA,NA,7.2,12.5,17.1,11.1,9.7,27.5,52.1,16.6,99.5,21.8,47.5,79.5,"l",17.4,46,26,27.6,78.5,26.8,37.64,NA,"r",21.56,28.44,12.8,21.21,33.35,97.9,79.44,NA,NA,19.83,19.67,12.07,24.5,15.93,16.82,6.48,6.32,"food stuck in teeth, cavities in r pm4","none","good","old puncture wounds upper left side and right thigh","followed for 15 minutes shot and missed found her so'd  drove 700 m's away and did call in and shot her when she arrived , after the shot nikk arrived and approached her while she was drunk lost interest and left.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"06-may-07",NA,NA,"bel","30-apr-06",1,NA,"",NA,NA,"fig.tree",""
"95","p2r3",41,2,"G5",79.85193687,"y",NA,79.65825988,80.04561386,0.273900625,0.343010622,-0.0757461757587442,79.8797104677782,NA,NA,NA,522,"jut",267,2002-04-23,"DNA_14","27","DNA","O","WB","400",NA,NA,NA,"orig samps, plates 1-4","1",NA,"jut",360,NA,0,"saw, keh","200m ne twsii",751082,9836981,"f","adult",41,NA,NA,"natal","lactating","lactating",51.8,2.2,NA,2002-04-23 17:38:00,2002-04-23 17:45:00,2002-04-23 17:47:00,0,"150.18","54077",0,2,2,NA,4,1,4,NA,1,NA,2,NA,NA,0,0,NA,NA,NA,"lf",0,0,0,"62/58",62,58,42.69,14400,8660000,"hook",6.5,14,17,NA,8.5,29.5,52,NA,105,25,47,86,"l",19,23.5,27.5,28,74,23,23,NA,"r",21.55,28,13.5,21.08,33.95,96.95,80.65,NA,NA,21.6,18.4,11.4,26.2,18.3,18,5.05,4.85,"0","none","excellent","phallus torn as though she gave birth recently","given eartag 360 but the tag was bent so we expect it to pull out soon, ultrasound revealed two empty uterine horns",NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,1240,NA,"29-jan-99","20-jun-99","24-nov-03","ger","30-nov-98",1,1,"",NA,"24-dec-99","talek","tk"
"96","p2r3",42,2,"G6",81.2972558,"y",NA,81.45905245,81.13545914,0.228815023,0.281454793,-0.0757461757587442,81.3275542703035,NA,NA,NA,525,"bora",636,2012-06-01,"DNA_14","30","DNA","O","WB","75",NA,NA,NA,"orig samps, plates 1-4","1",NA,"bora",NA,636,0,"eds,keh,msl","200m n-lone tree",748135,9837012,"f","subadult",18,NA,NA,"natal","bado","bado",33,1.6,NA,2012-06-01 08:09:00,2012-06-01 08:19:00,2012-06-01 08:26:00,0,NA,NA,0,2,0,1,4,1,5,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf, lice???",0,0,0,"58/71",58,71,44.06,NA,NA,NA,6.8,9.6,14.8,10.7,9.8,25.9,44.3,NA,87,20.7,43.8,67.2,"l",18.5,26,23.4,25,69.5,22.8,4.1,NA,"l",21.4,23.03,14.62,19.46,36.8,92.4,75.8,NA,NA,21.26,19.47,14.37,23.46,NA,21.31,NA,1.8,"none","none","very good","adult teeth still erupting. tiny white invertebrates found on skin of back (lice?). thdere are hundreds of them.","very slow to go down",3,"6 bacterial swabs collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"23-apr-11","06-dec-11",NA,"art","23-dec-10",0,NA,"",NA,"11-apr-12","talek",""
"97","p2r3",43,2,"G7",80.29442625,"y",NA,80.22195912,80.36689337,0.102483993,0.127635251,-0.0757461757587442,80.3272495928288,NA,NA,NA,529,"bel",902,2006-08-03,"DNA_14","35","DNA","O","WB","600",NA,NA,NA,"orig samps, plates 1-4","1",NA,"bel",NA,902,0,"sba,adw,gfs","vulture cd (ft clan)",738957,9839999,"f","adult",NA,53,NA,"natal","lactating","lactating",62,2,0.8,2006-08-03 06:55:00,2006-08-03 07:00:00,2006-08-03 07:12:00,0,"150.21","565629",0,2,2,0,4,1,3,0,1,"milk",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"69/66",69,66,43,NA,NA,NA,7.4,9.7,18.1,10.9,9.5,31.7,53.8,17.8,100.5,22.4,52.5,87,"l",18.5,26.5,26.8,28.1,79,23.8,37.5,NA,"l",21.86,26.1,12.5,19.8,32.3,95.7,76,97.8,22.9,18.7,19.7,11.5,24.9,17.7,16.7,5.2,5.2,"0","none","good",NA,"total volume milk expressed~55 ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"03-aug-06",NA,"10-apr-10","",NA,NA,NA,"unk",NA,NA,"fig.tree",""
"98","p2r3",44,2,"G8",75.09801428,"y",NA,75.4783,74.71772856,0.537805221,0.716137738,-0.0757461757587442,75.1333624953541,NA,NA,NA,531,"nana",384,2003-04-06,"DNA_14","46","DNA","R","WB","485",NA,1,"14-Jul-14","orig samps, plates 1-4","1",NA,"nana",NA,NA,0,"mag,jmk","400 m ne-biggin lh xing",732326,9841396,"f","adult",NA,75,NA,NA,"lactating, not pregnant","lactating",57.8,2.1,NA,2003-04-06 06:41:00,2003-04-06 06:45:00,2003-04-06 07:01:00,0,NA,NA,0,2,NA,0,5,1,5,0,1,"0",2,NA,NA,0,0,NA,NA,NA,"ti",0,0,0,NA,64,80,29.4,NA,NA,NA,NA,12.5,17,12,9,30.5,53.5,17.9,97.5,22.5,49,83,"r",18,26.5,26.5,28.5,76,23,35.5,NA,"r",21.3,29.7,15,21.7,35.8,103.5,82.5,106.1,23.5,20.3,19.8,14.7,27.4,13.1,13.6,10.2,9.7,"cavities in upper r pm3 & pm4 & upper l pm2 & pm3","none","good","inch-long deep scar on outside upper rt leg; multiple circular scars on back rt heel & inside of back l leg (some fresh, some old); large fresh infected wound on inside of upper rt rear leg (1.5 in long, 1 in wide); old scar on rt scapula 1.5 x 1.5 in; 3-","already has a radio collar
virus iside rt ear",NA,NA,NA,NA,NA,NA,NA,NA,NA,384,NA,NA,NA,"27-jul-01",NA,"09-aug-09","",NA,NA,NA,"",NA,NA,"mara.river",""
"99","p2r4",10,1,"A10",80.27617341,"y",NA,79.84378189,80.70856493,0.611493951,0.761737792,-0.0140898999733259,80.2667801433511,NA,NA,NA,557,"bab",771,2009-01-22,"DNA_14","75","DNA","O","WB","500",NA,NA,NA,"orig samps, plates 1-4","1",NA,"bab",NA,771,0,"asf, sld","400m ne-choo",746359,9836110,"f","adult",51,NA,NA,"natal","bado","bado",55.2,2.1,1,2009-01-22 06:55:00,2009-01-22 07:07:00,2009-01-22 07:12:00,0,NA,NA,0,3,2,0,26,1,6,0,1,"3-saliva",NA,3,1,0,NA,NA,NA,NA,"ti,lf",0,0,0,"63/62",63,62,39,NA,NA,NA,5.9,13,18,12,12,32.5,54,16.5,100.5,25,52,83,"l",19.5,26,24,27.5,79,24,10.04,14.95,"l",22.7,25.1,14.65,14.44,34.68,94.22,77.97,NA,NA,20.57,20.29,14.83,25.25,19.05,19.19,4.91,4.13,"1","none","healthy","scars on chest, leg & scapula & rt shoulder","lps challeneg performed; heavy drooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"03-dec-04","26-sep-05",NA,"mp","30-oct-04",1,2,"",NA,"24-aug-05","talek",""
"100","p2r4",11,1,"A11",77.67786466,"y",NA,76.00271185,79.35301746,2.369023821,3.049805541,-0.0140898999733259,77.6689410566836,NA,NA,"not enough DNA in HpaII rxn",559,"chip",428,2000-06-10,"DNA_14","78","DNA","O","WB","600",NA,NA,NA,"orig samps, plates 1-4","1",NA,"chip",428,NA,0,"tlm, rvh, kg","call-in #18",733236,9842251,"f","adult",NA,65,NA,"natal","lactating","lactating",NA,2.5,NA,2000-06-10 08:40:00,2000-06-10 08:43:00,2000-06-10 09:00:00,0,NA,NA,0,4,4,NA,4,1,6,NA,1,NA,2,3,1,0,NA,NA,NA,NA,"ti, lf",0,0,0,"81/81",81,81,28.64,5325,4590000,"hooks, straight",7.2,13,17,NA,7.5,30,54.5,NA,98,24.5,51,86,"l",19.5,25.5,25,29,77,23.5,48.9,NA,"r",21.7,29,14.2,23,34.4,97,78.7,NA,NA,21.4,21.5,12.3,25.3,16.2,16.6,5.8,6.3,"0",NA,"good","mild back, mod lft shoulder rt foreleg","limping on lft forepaw due to healing wound at elbow, there are four functional nipples present but only two are large (used)",1,NA,NA,NA,NA,NA,NA,NA,NA,428,NA,1950.9,NA,"13-jun-01",NA,"13-dec-09","",NA,NA,NA,"lion","13-dec-09",NA,"mara.river",""
"101","p2r4",3,1,"A3",73.88443073,"y",NA,72.69969097,75.0691705,1.675475037,2.267697024,-0.0140898999733259,73.871749820024,NA,NA,NA,537,"whh",248,1999-02-22,"DNA_14","53","DNA","O","WB","250",NA,NA,NA,"orig samps, plates 1-4","1",NA,"whh",333,NA,0,NA,"phx cd",754542,9835836,"f","subadult",12,NA,1,"natal","bado","bado",30,1.1,NA,1999-02-22 08:10:00,1999-02-22 08:15:00,1999-02-22 08:20:00,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,"ti, lf",0,0,0,"70/68",70,68,NA,NA,NA,NA,NA,14,14.5,NA,10.3,21.5,46,NA,80,19,40,68,"l",17.5,23,23,25,66,23,2.8,NA,"l",21.2,11.3,9.8,18.8,27.5,89.9,61.4,NA,NA,16.8,12.1,8.5,7.5,6.8,7.1,2.9,3,"0","some, may have been measured","good","some bite wound scars (front r leg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,248,359,NA,"29-may-98","02-oct-98","22-oct-04","nav","28-feb-98",0,NA,"","15-oct-04","03-jan-99","talek","tk"
"102","p2r4",4,1,"A4",76.60807951,"y",NA,76.7386959,76.47746312,0.184719473,0.241122705,-0.0140898999733259,76.5958682633565,"low conc",NA,NA,543,"eco",486,2000-07-21,"DNA_14","60","DNA","R","WB","555",NA,1,"14-Jul-14","orig samps, plates 1-4","1",NA,"eco",NA,NA,0,"rvh, kg","prozac territory",730982,9839743,"f","adult",NA,44,NA,"natal","lactating","lactating",57,2,NA,2000-07-21 08:44:00,2000-07-21 08:55:00,2000-07-21 09:12:00,0,NA,NA,0,4,1,NA,3,1,3,NA,1,NA,NA,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"68/65",68,65,34.5,17825,6585000,"none",7.2,12.5,17,NA,9,29.5,51,NA,91.5,21.5,48.5,79,"l",18,24,25,28.5,77.5,24,39.5,NA,"l",21.4,28.3,15,21.9,35.7,101.5,83.2,NA,NA,21.4,20,13,17.5,16.5,17.4,5.9,5.1,"broken lolftcan, cavity lolftcan",NA,"good","mod rt thigh lft side","blonde female with dark spots, may be wary of car - first dart broke on impact but didn't inject so darted a second time",3,NA,NA,NA,NA,NA,NA,NA,NA,486,NA,1320.9,NA,"09-aug-01",NA,"25-feb-06","",NA,NA,NA,"lions","25-feb-06",NA,"mara.river",""
